Nat. mort. Gisl of GSA1718 anchovy- Gislason with Croatian parameters (2016)
1 5
1975 2016
0 4
1
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
2.36	1.1	0.81	0.69	0.625
