Nat. mort. Gisl NEW of GSA1718 sardine - Gislason with Croatian parameters (2016)
1 5
1975 2016
0 4
1
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
1.06	0.83	0.69	0.61	0.48
